relation_id,feature_id,cite_id,species_id
148,58,citation60,Aethia psittacula
149,59,citation60,Aethia psittacula
150,60,citation60,Aethia psittacula
151,31,citation308,Aethia psittacula
152,32,citation308,Aethia psittacula
153,33,citation308,Aethia psittacula
154,34,citation308,Aethia psittacula
155,35,citation308,Aethia psittacula
156,36,citation308,Aethia psittacula
157,37,citation308,Aethia psittacula
158,38,citation308,Aethia psittacula
159,39,citation308,Aethia psittacula
160,40,citation308,Aethia psittacula
161,41,citation308,Aethia psittacula
162,42,citation308,Aethia psittacula
163,43,citation308,Aethia psittacula
164,44,citation308,Aethia psittacula
165,45,citation308,Aethia psittacula
166,46,citation308,Aethia psittacula
167,47,citation308,Aethia psittacula
168,48,citation308,Aethia psittacula
169,49,citation308,Aethia psittacula
170,50,citation308,Aethia psittacula
171,51,citation308,Aethia psittacula
172,52,citation308,Aethia psittacula
173,53,citation308,Aethia psittacula
174,54,citation308,Aethia psittacula
175,55,citation308,Aethia psittacula
176,56,citation308,Aethia psittacula
177,57,citation308,Aethia psittacula
178,58,citation308,Aethia psittacula
179,59,citation308,Aethia psittacula
180,60,citation308,Aethia psittacula
181,31,citation186,Aethia psittacula
182,32,citation186,Aethia psittacula
183,33,citation186,Aethia psittacula
184,34,citation186,Aethia psittacula
185,35,citation186,Aethia psittacula
186,36,citation186,Aethia psittacula
187,37,citation186,Aethia psittacula
188,38,citation186,Aethia psittacula
189,39,citation186,Aethia psittacula
190,40,citation186,Aethia psittacula
191,41,citation186,Aethia psittacula
192,42,citation186,Aethia psittacula
193,43,citation186,Aethia psittacula
194,44,citation186,Aethia psittacula
195,45,citation186,Aethia psittacula
196,46,citation186,Aethia psittacula
197,47,citation186,Aethia psittacula
198,48,citation186,Aethia psittacula
199,49,citation186,Aethia psittacula
200,50,citation186,Aethia psittacula
201,51,citation186,Aethia psittacula
202,52,citation186,Aethia psittacula
203,53,citation186,Aethia psittacula
204,54,citation186,Aethia psittacula
205,55,citation186,Aethia psittacula
206,56,citation186,Aethia psittacula
207,57,citation186,Aethia psittacula
208,58,citation186,Aethia psittacula
209,59,citation186,Aethia psittacula
210,60,citation186,Aethia psittacula
211,61,citation238,Aethia pusilla
212,62,citation238,Aethia pusilla
213,63,citation238,Aethia pusilla
214,64,citation238,Aethia pusilla
215,65,citation238,Aethia pusilla
216,66,citation238,Aethia pusilla
217,67,citation238,Aethia pusilla
218,68,citation238,Aethia pusilla
219,69,citation238,Aethia pusilla
220,70,citation238,Aethia pusilla
221,71,citation238,Aethia pusilla
222,72,citation238,Aethia pusilla
223,73,citation238,Aethia pusilla
224,74,citation238,Aethia pusilla
225,75,citation238,Aethia pusilla
226,76,citation238,Aethia pusilla
227,77,citation238,Aethia pusilla
228,78,citation238,Aethia pusilla
229,79,citation238,Aethia pusilla
230,80,citation238,Aethia pusilla
231,81,citation238,Aethia pusilla
232,82,citation238,Aethia pusilla
233,83,citation238,Aethia pusilla
234,84,citation238,Aethia pusilla
235,85,citation238,Aethia pusilla
236,86,citation238,Aethia pusilla
237,87,citation238,Aethia pusilla
238,88,citation238,Aethia pusilla
239,89,citation238,Aethia pusilla
240,90,citation238,Aethia pusilla
241,61,citation60,Aethia pusilla
242,62,citation60,Aethia pusilla
243,63,citation60,Aethia pusilla
244,64,citation60,Aethia pusilla
245,65,citation60,Aethia pusilla
246,66,citation60,Aethia pusilla
247,67,citation60,Aethia pusilla
248,68,citation60,Aethia pusilla
249,69,citation60,Aethia pusilla
250,70,citation60,Aethia pusilla
251,71,citation60,Aethia pusilla
252,72,citation60,Aethia pusilla
253,73,citation60,Aethia pusilla
254,74,citation60,Aethia pusilla
255,75,citation60,Aethia pusilla
256,76,citation60,Aethia pusilla
257,77,citation60,Aethia pusilla
258,78,citation60,Aethia pusilla
259,79,citation60,Aethia pusilla
260,80,citation60,Aethia pusilla
261,81,citation60,Aethia pusilla
262,82,citation60,Aethia pusilla
263,83,citation60,Aethia pusilla
264,84,citation60,Aethia pusilla
265,85,citation60,Aethia pusilla
266,86,citation60,Aethia pusilla
267,87,citation60,Aethia pusilla
268,88,citation60,Aethia pusilla
269,89,citation60,Aethia pusilla
270,90,citation60,Aethia pusilla
271,61,citation308,Aethia pusilla
272,62,citation308,Aethia pusilla
273,63,citation308,Aethia pusilla
274,64,citation308,Aethia pusilla
275,65,citation308,Aethia pusilla
276,66,citation308,Aethia pusilla
277,67,citation308,Aethia pusilla
278,68,citation308,Aethia pusilla
279,69,citation308,Aethia pusilla
280,70,citation308,Aethia pusilla
281,71,citation308,Aethia pusilla
282,72,citation308,Aethia pusilla
283,73,citation308,Aethia pusilla
284,74,citation308,Aethia pusilla
285,75,citation308,Aethia pusilla
286,76,citation308,Aethia pusilla
287,77,citation308,Aethia pusilla
288,78,citation308,Aethia pusilla
289,79,citation308,Aethia pusilla
290,80,citation308,Aethia pusilla
291,81,citation308,Aethia pusilla
292,82,citation308,Aethia pusilla
293,83,citation308,Aethia pusilla
294,84,citation308,Aethia pusilla
295,85,citation308,Aethia pusilla
296,86,citation308,Aethia pusilla
297,87,citation308,Aethia pusilla
298,88,citation308,Aethia pusilla
299,89,citation308,Aethia pusilla
300,90,citation308,Aethia pusilla
301,61,citation147,Aethia pusilla
302,62,citation147,Aethia pusilla
303,63,citation147,Aethia pusilla
304,64,citation147,Aethia pusilla
305,65,citation147,Aethia pusilla
306,66,citation147,Aethia pusilla
307,67,citation147,Aethia pusilla
308,68,citation147,Aethia pusilla
309,69,citation147,Aethia pusilla
310,70,citation147,Aethia pusilla
311,71,citation147,Aethia pusilla
312,72,citation147,Aethia pusilla
313,73,citation147,Aethia pusilla
314,74,citation147,Aethia pusilla
315,75,citation147,Aethia pusilla
316,76,citation147,Aethia pusilla
317,77,citation147,Aethia pusilla
318,78,citation147,Aethia pusilla
319,79,citation147,Aethia pusilla
320,80,citation147,Aethia pusilla
321,81,citation147,Aethia pusilla
322,82,citation147,Aethia pusilla
323,83,citation147,Aethia pusilla
324,84,citation147,Aethia pusilla
325,85,citation147,Aethia pusilla
326,86,citation147,Aethia pusilla
327,87,citation147,Aethia pusilla
328,88,citation147,Aethia pusilla
329,89,citation147,Aethia pusilla
330,90,citation147,Aethia pusilla
331,61,citation145,Aethia pusilla
332,62,citation145,Aethia pusilla
333,63,citation145,Aethia pusilla
334,64,citation145,Aethia pusilla
335,65,citation145,Aethia pusilla
336,66,citation145,Aethia pusilla
337,67,citation145,Aethia pusilla
338,68,citation145,Aethia pusilla
339,69,citation145,Aethia pusilla
340,70,citation145,Aethia pusilla
341,71,citation145,Aethia pusilla
342,72,citation145,Aethia pusilla
343,73,citation145,Aethia pusilla
344,74,citation145,Aethia pusilla
345,75,citation145,Aethia pusilla
346,76,citation145,Aethia pusilla
347,77,citation145,Aethia pusilla
348,78,citation145,Aethia pusilla
349,79,citation145,Aethia pusilla
350,80,citation145,Aethia pusilla
351,81,citation145,Aethia pusilla
352,82,citation145,Aethia pusilla
353,83,citation145,Aethia pusilla
354,84,citation145,Aethia pusilla
355,85,citation145,Aethia pusilla
356,86,citation145,Aethia pusilla
357,87,citation145,Aethia pusilla
358,88,citation145,Aethia pusilla
359,89,citation145,Aethia pusilla
360,90,citation145,Aethia pusilla
361,91,citation45,Aethia pygmaea
362,92,citation45,Aethia pygmaea
363,93,citation45,Aethia pygmaea
364,94,citation45,Aethia pygmaea
365,95,citation45,Aethia pygmaea
366,96,citation45,Aethia pygmaea
367,97,citation45,Aethia pygmaea
368,98,citation45,Aethia pygmaea
369,99,citation45,Aethia pygmaea
370,100,citation45,Aethia pygmaea
371,101,citation45,Aethia pygmaea
372,102,citation45,Aethia pygmaea
373,103,citation45,Aethia pygmaea
374,104,citation45,Aethia pygmaea
375,105,citation45,Aethia pygmaea
376,106,citation45,Aethia pygmaea
377,107,citation45,Aethia pygmaea
378,108,citation45,Aethia pygmaea
379,109,citation45,Aethia pygmaea
380,110,citation45,Aethia pygmaea
381,111,citation45,Aethia pygmaea
382,112,citation45,Aethia pygmaea
383,113,citation45,Aethia pygmaea
384,114,citation45,Aethia pygmaea
385,115,citation45,Aethia pygmaea
386,116,citation45,Aethia pygmaea
387,117,citation45,Aethia pygmaea
388,118,citation45,Aethia pygmaea
389,119,citation45,Aethia pygmaea
390,120,citation45,Aethia pygmaea
391,91,citation186,Aethia pygmaea
392,92,citation186,Aethia pygmaea
393,93,citation186,Aethia pygmaea
394,94,citation186,Aethia pygmaea
395,95,citation186,Aethia pygmaea
396,96,citation186,Aethia pygmaea
397,97,citation186,Aethia pygmaea
398,98,citation186,Aethia pygmaea
399,99,citation186,Aethia pygmaea
400,100,citation186,Aethia pygmaea
401,101,citation186,Aethia pygmaea
402,102,citation186,Aethia pygmaea
403,103,citation186,Aethia pygmaea
404,104,citation186,Aethia pygmaea
405,105,citation186,Aethia pygmaea
406,106,citation186,Aethia pygmaea
407,107,citation186,Aethia pygmaea
408,108,citation186,Aethia pygmaea
409,109,citation186,Aethia pygmaea
410,110,citation186,Aethia pygmaea
411,111,citation186,Aethia pygmaea
412,112,citation186,Aethia pygmaea
413,113,citation186,Aethia pygmaea
414,114,citation186,Aethia pygmaea
415,115,citation186,Aethia pygmaea
416,116,citation186,Aethia pygmaea
417,117,citation186,Aethia pygmaea
418,118,citation186,Aethia pygmaea
419,119,citation186,Aethia pygmaea
420,120,citation186,Aethia pygmaea
421,91,citation137,Aethia pygmaea
422,92,citation137,Aethia pygmaea
423,93,citation137,Aethia pygmaea
424,94,citation137,Aethia pygmaea
425,95,citation137,Aethia pygmaea
426,96,citation137,Aethia pygmaea
427,97,citation137,Aethia pygmaea
428,98,citation137,Aethia pygmaea
429,99,citation137,Aethia pygmaea
430,100,citation137,Aethia pygmaea
431,101,citation137,Aethia pygmaea
432,102,citation137,Aethia pygmaea
433,103,citation137,Aethia pygmaea
434,104,citation137,Aethia pygmaea
435,105,citation137,Aethia pygmaea
436,106,citation137,Aethia pygmaea
437,107,citation137,Aethia pygmaea
438,108,citation137,Aethia pygmaea
439,109,citation137,Aethia pygmaea
440,110,citation137,Aethia pygmaea
441,111,citation137,Aethia pygmaea
442,112,citation137,Aethia pygmaea
443,113,citation137,Aethia pygmaea
444,114,citation137,Aethia pygmaea
445,115,citation137,Aethia pygmaea
446,116,citation137,Aethia pygmaea
447,117,citation137,Aethia pygmaea
448,118,citation137,Aethia pygmaea
449,119,citation137,Aethia pygmaea
450,120,citation137,Aethia pygmaea
451,121,citation60,Alca torda
452,122,citation60,Alca torda
453,123,citation60,Alca torda
454,124,citation60,Alca torda
455,125,citation60,Alca torda
456,126,citation60,Alca torda
457,127,citation60,Alca torda
458,128,citation60,Alca torda
459,129,citation60,Alca torda
460,130,citation60,Alca torda
461,131,citation60,Alca torda
462,132,citation60,Alca torda
463,133,citation60,Alca torda
464,134,citation60,Alca torda
465,135,citation60,Alca torda
466,136,citation60,Alca torda
467,137,citation60,Alca torda
468,138,citation60,Alca torda
469,139,citation60,Alca torda
470,140,citation60,Alca torda
471,141,citation60,Alca torda
472,142,citation60,Alca torda
473,143,citation60,Alca torda
474,144,citation60,Alca torda
475,145,citation60,Alca torda
476,146,citation60,Alca torda
477,147,citation60,Alca torda
478,148,citation60,Alca torda
479,149,citation60,Alca torda
480,150,citation60,Alca torda
481,121,citation120,Alca torda
482,122,citation120,Alca torda
483,123,citation120,Alca torda
484,124,citation120,Alca torda
485,125,citation120,Alca torda
486,126,citation120,Alca torda
487,127,citation120,Alca torda
488,128,citation120,Alca torda
489,129,citation120,Alca torda
490,130,citation120,Alca torda
491,131,citation120,Alca torda
492,132,citation120,Alca torda
493,133,citation120,Alca torda
494,134,citation120,Alca torda
495,135,citation120,Alca torda
496,136,citation120,Alca torda
497,137,citation120,Alca torda
498,138,citation120,Alca torda
499,139,citation120,Alca torda
500,140,citation120,Alca torda
501,141,citation120,Alca torda
502,142,citation120,Alca torda
503,143,citation120,Alca torda
504,144,citation120,Alca torda
505,145,citation120,Alca torda
506,146,citation120,Alca torda
507,147,citation120,Alca torda
508,148,citation120,Alca torda
509,149,citation120,Alca torda
510,150,citation120,Alca torda
511,121,citation308,Alca torda
512,122,citation308,Alca torda
513,123,citation308,Alca torda
514,124,citation308,Alca torda
515,125,citation308,Alca torda
516,126,citation308,Alca torda
517,127,citation308,Alca torda
518,128,citation308,Alca torda
519,129,citation308,Alca torda
520,130,citation308,Alca torda
521,131,citation308,Alca torda
522,132,citation308,Alca torda
523,133,citation308,Alca torda
524,134,citation308,Alca torda
525,135,citation308,Alca torda
526,136,citation308,Alca torda
527,137,citation308,Alca torda
528,138,citation308,Alca torda
529,139,citation308,Alca torda
530,140,citation308,Alca torda
531,141,citation308,Alca torda
532,142,citation308,Alca torda
533,143,citation308,Alca torda
534,144,citation308,Alca torda
535,145,citation308,Alca torda
536,146,citation308,Alca torda
537,147,citation308,Alca torda
538,148,citation308,Alca torda
539,149,citation308,Alca torda
540,150,citation308,Alca torda
541,121,citation97,Alca torda
542,122,citation97,Alca torda
543,123,citation97,Alca torda
544,124,citation97,Alca torda
545,125,citation97,Alca torda
546,126,citation97,Alca torda
547,127,citation97,Alca torda
548,128,citation97,Alca torda
549,129,citation97,Alca torda
550,130,citation97,Alca torda
551,131,citation97,Alca torda
552,132,citation97,Alca torda
553,133,citation97,Alca torda
554,134,citation97,Alca torda
555,135,citation97,Alca torda
556,136,citation97,Alca torda
557,137,citation97,Alca torda
558,138,citation97,Alca torda
559,139,citation97,Alca torda
560,140,citation97,Alca torda
561,141,citation97,Alca torda
562,142,citation97,Alca torda
563,143,citation97,Alca torda
564,144,citation97,Alca torda
565,145,citation97,Alca torda
566,146,citation97,Alca torda
567,147,citation97,Alca torda
568,148,citation97,Alca torda
569,149,citation97,Alca torda
570,150,citation97,Alca torda
571,121,citation156,Alca torda
572,122,citation156,Alca torda
573,123,citation156,Alca torda
574,124,citation156,Alca torda
575,125,citation156,Alca torda
576,126,citation156,Alca torda
577,127,citation156,Alca torda
578,128,citation156,Alca torda
579,129,citation156,Alca torda
580,130,citation156,Alca torda
581,131,citation156,Alca torda
582,132,citation156,Alca torda
583,133,citation156,Alca torda
584,134,citation156,Alca torda
585,135,citation156,Alca torda
586,136,citation156,Alca torda
587,137,citation156,Alca torda
588,138,citation156,Alca torda
589,139,citation156,Alca torda
590,140,citation156,Alca torda
591,141,citation156,Alca torda
592,142,citation156,Alca torda
593,143,citation156,Alca torda
594,144,citation156,Alca torda
595,145,citation156,Alca torda
596,146,citation156,Alca torda
597,147,citation156,Alca torda
598,148,citation156,Alca torda
599,149,citation156,Alca torda
600,150,citation156,Alca torda
601,121,citation33,Alca torda
602,122,citation33,Alca torda
603,123,citation33,Alca torda
604,124,citation33,Alca torda
605,125,citation33,Alca torda
606,126,citation33,Alca torda
607,127,citation33,Alca torda
608,128,citation33,Alca torda
609,129,citation33,Alca torda
610,130,citation33,Alca torda
611,131,citation33,Alca torda
612,132,citation33,Alca torda
613,133,citation33,Alca torda
614,134,citation33,Alca torda
615,135,citation33,Alca torda
616,136,citation33,Alca torda
617,137,citation33,Alca torda
618,138,citation33,Alca torda
619,139,citation33,Alca torda
620,140,citation33,Alca torda
621,141,citation33,Alca torda
622,142,citation33,Alca torda
623,143,citation33,Alca torda
624,144,citation33,Alca torda
625,145,citation33,Alca torda
626,146,citation33,Alca torda
627,147,citation33,Alca torda
628,148,citation33,Alca torda
629,149,citation33,Alca torda
630,150,citation33,Alca torda
631,151,citation60,Alle alle
632,152,citation60,Alle alle
633,153,citation60,Alle alle
634,154,citation60,Alle alle
635,155,citation60,Alle alle
636,156,citation60,Alle alle
637,157,citation60,Alle alle
638,158,citation60,Alle alle
639,159,citation60,Alle alle
640,160,citation60,Alle alle
641,161,citation60,Alle alle
642,162,citation60,Alle alle
643,163,citation60,Alle alle
644,164,citation60,Alle alle
645,165,citation60,Alle alle
646,166,citation60,Alle alle
647,167,citation60,Alle alle
648,168,citation60,Alle alle
649,169,citation60,Alle alle
650,170,citation60,Alle alle
651,171,citation60,Alle alle
652,172,citation60,Alle alle
653,173,citation60,Alle alle
654,174,citation60,Alle alle
655,175,citation60,Alle alle
656,176,citation60,Alle alle
657,177,citation60,Alle alle
658,178,citation60,Alle alle
659,179,citation60,Alle alle
660,180,citation60,Alle alle
661,151,citation97,Alle alle
662,152,citation97,Alle alle
663,153,citation97,Alle alle
664,154,citation97,Alle alle
665,155,citation97,Alle alle
666,156,citation97,Alle alle
667,157,citation97,Alle alle
668,158,citation97,Alle alle
669,159,citation97,Alle alle
670,160,citation97,Alle alle
671,161,citation97,Alle alle
672,162,citation97,Alle alle
673,163,citation97,Alle alle
674,164,citation97,Alle alle
675,165,citation97,Alle alle
676,166,citation97,Alle alle
677,167,citation97,Alle alle
678,168,citation97,Alle alle
679,169,citation97,Alle alle
680,170,citation97,Alle alle
681,171,citation97,Alle alle
682,172,citation97,Alle alle
683,173,citation97,Alle alle
684,174,citation97,Alle alle
685,175,citation97,Alle alle
686,176,citation97,Alle alle
687,177,citation97,Alle alle
688,178,citation97,Alle alle
689,179,citation97,Alle alle
690,180,citation97,Alle alle
691,151,citation308,Alle alle
692,152,citation308,Alle alle
693,153,citation308,Alle alle
694,154,citation308,Alle alle
695,155,citation308,Alle alle
696,156,citation308,Alle alle
697,157,citation308,Alle alle
698,158,citation308,Alle alle
699,159,citation308,Alle alle
700,160,citation308,Alle alle
701,161,citation308,Alle alle
702,162,citation308,Alle alle
703,163,citation308,Alle alle
704,164,citation308,Alle alle
705,165,citation308,Alle alle
706,166,citation308,Alle alle
707,167,citation308,Alle alle
708,168,citation308,Alle alle
709,169,citation308,Alle alle
710,170,citation308,Alle alle
711,171,citation308,Alle alle
712,172,citation308,Alle alle
713,173,citation308,Alle alle
714,174,citation308,Alle alle
715,175,citation308,Alle alle
716,176,citation308,Alle alle
717,177,citation308,Alle alle
718,178,citation308,Alle alle
719,179,citation308,Alle alle
720,180,citation308,Alle alle
721,181,citation308,Brachyramphus brevirostris
722,182,citation308,Brachyramphus brevirostris
723,183,citation308,Brachyramphus brevirostris
724,184,citation308,Brachyramphus brevirostris
725,185,citation308,Brachyramphus brevirostris
726,186,citation308,Brachyramphus brevirostris
727,187,citation308,Brachyramphus brevirostris
728,188,citation308,Brachyramphus brevirostris
729,189,citation308,Brachyramphus brevirostris
730,190,citation308,Brachyramphus brevirostris
731,191,citation308,Brachyramphus brevirostris
732,192,citation308,Brachyramphus brevirostris
733,193,citation308,Brachyramphus brevirostris
734,194,citation308,Brachyramphus brevirostris
735,195,citation308,Brachyramphus brevirostris
736,196,citation308,Brachyramphus brevirostris
737,197,citation308,Brachyramphus brevirostris
738,198,citation308,Brachyramphus brevirostris
739,199,citation308,Brachyramphus brevirostris
740,200,citation308,Brachyramphus brevirostris
741,201,citation308,Brachyramphus brevirostris
742,202,citation308,Brachyramphus brevirostris
743,203,citation308,Brachyramphus brevirostris
744,204,citation308,Brachyramphus brevirostris
745,205,citation308,Brachyramphus brevirostris
746,206,citation308,Brachyramphus brevirostris
747,207,citation308,Brachyramphus brevirostris
748,208,citation308,Brachyramphus brevirostris
749,209,citation308,Brachyramphus brevirostris
750,210,citation308,Brachyramphus brevirostris
751,181,citation186,Brachyramphus brevirostris
752,182,citation186,Brachyramphus brevirostris
753,183,citation186,Brachyramphus brevirostris
754,184,citation186,Brachyramphus brevirostris
755,185,citation186,Brachyramphus brevirostris
756,186,citation186,Brachyramphus brevirostris
757,187,citation186,Brachyramphus brevirostris
758,188,citation186,Brachyramphus brevirostris
759,189,citation186,Brachyramphus brevirostris
760,190,citation186,Brachyramphus brevirostris
761,191,citation186,Brachyramphus brevirostris
762,192,citation186,Brachyramphus brevirostris
763,193,citation186,Brachyramphus brevirostris
764,194,citation186,Brachyramphus brevirostris
765,195,citation186,Brachyramphus brevirostris
766,196,citation186,Brachyramphus brevirostris
767,197,citation186,Brachyramphus brevirostris
768,198,citation186,Brachyramphus brevirostris
769,199,citation186,Brachyramphus brevirostris
770,200,citation186,Brachyramphus brevirostris
771,201,citation186,Brachyramphus brevirostris
772,202,citation186,Brachyramphus brevirostris
773,203,citation186,Brachyramphus brevirostris
774,204,citation186,Brachyramphus brevirostris
775,205,citation186,Brachyramphus brevirostris
776,206,citation186,Brachyramphus brevirostris
777,207,citation186,Brachyramphus brevirostris
778,208,citation186,Brachyramphus brevirostris
779,209,citation186,Brachyramphus brevirostris
780,210,citation186,Brachyramphus brevirostris
781,181,citation66,Brachyramphus brevirostris
782,182,citation66,Brachyramphus brevirostris
783,183,citation66,Brachyramphus brevirostris
784,184,citation66,Brachyramphus brevirostris
785,185,citation66,Brachyramphus brevirostris
786,186,citation66,Brachyramphus brevirostris
787,187,citation66,Brachyramphus brevirostris
788,188,citation66,Brachyramphus brevirostris
789,189,citation66,Brachyramphus brevirostris
790,190,citation66,Brachyramphus brevirostris
791,191,citation66,Brachyramphus brevirostris
792,192,citation66,Brachyramphus brevirostris
793,193,citation66,Brachyramphus brevirostris
794,194,citation66,Brachyramphus brevirostris
795,195,citation66,Brachyramphus brevirostris
796,196,citation66,Brachyramphus brevirostris
797,197,citation66,Brachyramphus brevirostris
798,198,citation66,Brachyramphus brevirostris
799,199,citation66,Brachyramphus brevirostris
800,200,citation66,Brachyramphus brevirostris
801,201,citation66,Brachyramphus brevirostris
802,202,citation66,Brachyramphus brevirostris
803,203,citation66,Brachyramphus brevirostris
804,204,citation66,Brachyramphus brevirostris
805,205,citation66,Brachyramphus brevirostris
806,206,citation66,Brachyramphus brevirostris
807,207,citation66,Brachyramphus brevirostris
808,208,citation66,Brachyramphus brevirostris
809,209,citation66,Brachyramphus brevirostris
810,210,citation66,Brachyramphus brevirostris
811,211,citation60,Brachyramphus marmoratus
812,212,citation60,Brachyramphus marmoratus
813,213,citation60,Brachyramphus marmoratus
814,214,citation60,Brachyramphus marmoratus
815,215,citation60,Brachyramphus marmoratus
816,216,citation60,Brachyramphus marmoratus
817,217,citation60,Brachyramphus marmoratus
818,218,citation60,Brachyramphus marmoratus
819,219,citation60,Brachyramphus marmoratus
820,220,citation60,Brachyramphus marmoratus
821,221,citation60,Brachyramphus marmoratus
822,222,citation60,Brachyramphus marmoratus
823,223,citation60,Brachyramphus marmoratus
824,224,citation60,Brachyramphus marmoratus
825,225,citation60,Brachyramphus marmoratus
826,226,citation60,Brachyramphus marmoratus
827,227,citation60,Brachyramphus marmoratus
828,228,citation60,Brachyramphus marmoratus
829,229,citation60,Brachyramphus marmoratus
830,230,citation60,Brachyramphus marmoratus
831,231,citation60,Brachyramphus marmoratus
832,232,citation60,Brachyramphus marmoratus
833,233,citation60,Brachyramphus marmoratus
834,234,citation60,Brachyramphus marmoratus
835,235,citation60,Brachyramphus marmoratus
836,236,citation60,Brachyramphus marmoratus
