"relation_id","feature_id","cite_id","species_id"
114,733,"citation308","Brachyramphus marmoratus"
115,1458,"citation308","Brachyramphus marmoratus"
116,2183,"citation308","Brachyramphus marmoratus"
117,8,"citation185","Brachyramphus marmoratus"
118,733,"citation185","Brachyramphus marmoratus"
119,1458,"citation185","Brachyramphus marmoratus"
120,2183,"citation185","Brachyramphus marmoratus"
121,8,"citation184","Brachyramphus marmoratus"
122,733,"citation184","Brachyramphus marmoratus"
123,1458,"citation184","Brachyramphus marmoratus"
124,2183,"citation184","Brachyramphus marmoratus"
125,8,"citation200","Brachyramphus marmoratus"
126,733,"citation200","Brachyramphus marmoratus"
127,1458,"citation200","Brachyramphus marmoratus"
128,2183,"citation200","Brachyramphus marmoratus"
129,8,"citation19","Brachyramphus marmoratus"
130,733,"citation19","Brachyramphus marmoratus"
131,1458,"citation19","Brachyramphus marmoratus"
132,2183,"citation19","Brachyramphus marmoratus"
133,9,"citation186","Brachyramphus perdix"
134,734,"citation186","Brachyramphus perdix"
135,1459,"citation186","Brachyramphus perdix"
136,2184,"citation186","Brachyramphus perdix"
137,10,"citation123","Cepphus carbo"
138,735,"citation123","Cepphus carbo"
139,1460,"citation123","Cepphus carbo"
140,2185,"citation123","Cepphus carbo"
141,10,"citation186","Cepphus carbo"
142,735,"citation186","Cepphus carbo"
143,1460,"citation186","Cepphus carbo"
144,2185,"citation186","Cepphus carbo"
145,11,"citation60","Cepphus columba"
146,736,"citation60","Cepphus columba"
147,1461,"citation60","Cepphus columba"
148,2186,"citation60","Cepphus columba"
149,11,"citation308","Cepphus columba"
150,736,"citation308","Cepphus columba"
151,1461,"citation308","Cepphus columba"
152,2186,"citation308","Cepphus columba"
153,11,"citation86","Cepphus columba"
154,736,"citation86","Cepphus columba"
155,1461,"citation86","Cepphus columba"
156,2186,"citation86","Cepphus columba"
157,11,"citation286","Cepphus columba"
158,736,"citation286","Cepphus columba"
159,1461,"citation286","Cepphus columba"
160,2186,"citation286","Cepphus columba"
161,11,"citation16","Cepphus columba"
162,736,"citation16","Cepphus columba"
163,1461,"citation16","Cepphus columba"
164,2186,"citation16","Cepphus columba"
165,12,"citation204","Cepphus grylle"
166,737,"citation204","Cepphus grylle"
167,1462,"citation204","Cepphus grylle"
168,2187,"citation204","Cepphus grylle"
169,12,"citation60","Cepphus grylle"
170,737,"citation60","Cepphus grylle"
171,1462,"citation60","Cepphus grylle"
172,2187,"citation60","Cepphus grylle"
173,12,"citation308","Cepphus grylle"
174,737,"citation308","Cepphus grylle"
175,1462,"citation308","Cepphus grylle"
176,2187,"citation308","Cepphus grylle"
177,12,"citation16","Cepphus grylle"
178,737,"citation16","Cepphus grylle"
179,1462,"citation16","Cepphus grylle"
180,2187,"citation16","Cepphus grylle"
181,13,"citation294","Cerorhinca monocerata"
182,738,"citation294","Cerorhinca monocerata"
183,1463,"citation294","Cerorhinca monocerata"
184,2188,"citation294","Cerorhinca monocerata"
185,13,"citation308","Cerorhinca monocerata"
186,738,"citation308","Cerorhinca monocerata"
187,1463,"citation308","Cerorhinca monocerata"
188,2188,"citation308","Cerorhinca monocerata"
189,13,"citation97","Cerorhinca monocerata"
190,738,"citation97","Cerorhinca monocerata"
191,1463,"citation97","Cerorhinca monocerata"
192,2188,"citation97","Cerorhinca monocerata"
193,13,"citation95","Cerorhinca monocerata"
194,738,"citation95","Cerorhinca monocerata"
195,1463,"citation95","Cerorhinca monocerata"
196,2188,"citation95","Cerorhinca monocerata"
197,13,"citation16","Cerorhinca monocerata"
198,738,"citation16","Cerorhinca monocerata"
199,1463,"citation16","Cerorhinca monocerata"
200,2188,"citation16","Cerorhinca monocerata"
201,14,"citation8","Fratercula arctica"
202,739,"citation8","Fratercula arctica"
203,1464,"citation8","Fratercula arctica"
204,2189,"citation8","Fratercula arctica"
205,14,"citation60","Fratercula arctica"
206,739,"citation60","Fratercula arctica"
207,1464,"citation60","Fratercula arctica"
208,2189,"citation60","Fratercula arctica"
209,14,"citation308","Fratercula arctica"
210,739,"citation308","Fratercula arctica"
211,1464,"citation308","Fratercula arctica"
212,2189,"citation308","Fratercula arctica"
213,14,"citation33","Fratercula arctica"
214,739,"citation33","Fratercula arctica"
215,1464,"citation33","Fratercula arctica"
216,2189,"citation33","Fratercula arctica"
217,14,"citation16","Fratercula arctica"
218,739,"citation16","Fratercula arctica"
219,1464,"citation16","Fratercula arctica"
220,2189,"citation16","Fratercula arctica"
221,14,"citation28","Fratercula arctica"
222,739,"citation28","Fratercula arctica"
223,1464,"citation28","Fratercula arctica"
224,2189,"citation28","Fratercula arctica"
225,15,"citation123","Fratercula cirrhata"
226,740,"citation123","Fratercula cirrhata"
227,1465,"citation123","Fratercula cirrhata"
228,2190,"citation123","Fratercula cirrhata"
229,15,"citation60","Fratercula cirrhata"
230,740,"citation60","Fratercula cirrhata"
231,1465,"citation60","Fratercula cirrhata"
232,2190,"citation60","Fratercula cirrhata"
233,15,"citation308","Fratercula cirrhata"
234,740,"citation308","Fratercula cirrhata"
235,1465,"citation308","Fratercula cirrhata"
236,2190,"citation308","Fratercula cirrhata"
237,15,"citation186","Fratercula cirrhata"
238,740,"citation186","Fratercula cirrhata"
239,1465,"citation186","Fratercula cirrhata"
240,2190,"citation186","Fratercula cirrhata"
241,16,"citation60","Fratercula corniculata"
242,741,"citation60","Fratercula corniculata"
243,1466,"citation60","Fratercula corniculata"
244,2191,"citation60","Fratercula corniculata"
245,16,"citation308","Fratercula corniculata"
246,741,"citation308","Fratercula corniculata"
247,1466,"citation308","Fratercula corniculata"
248,2191,"citation308","Fratercula corniculata"
249,16,"citation186","Fratercula corniculata"
250,741,"citation186","Fratercula corniculata"
251,1466,"citation186","Fratercula corniculata"
252,2191,"citation186","Fratercula corniculata"
253,17,"citation169","Pinguinus impennis"
254,742,"citation169","Pinguinus impennis"
255,1467,"citation169","Pinguinus impennis"
256,2192,"citation169","Pinguinus impennis"
257,18,"citation60","Ptychoramphus aleuticus"
258,743,"citation60","Ptychoramphus aleuticus"
259,1468,"citation60","Ptychoramphus aleuticus"
260,2193,"citation60","Ptychoramphus aleuticus"
261,18,"citation308","Ptychoramphus aleuticus"
262,743,"citation308","Ptychoramphus aleuticus"
263,1468,"citation308","Ptychoramphus aleuticus"
264,2193,"citation308","Ptychoramphus aleuticus"
265,18,"citation161","Ptychoramphus aleuticus"
266,743,"citation161","Ptychoramphus aleuticus"
267,1468,"citation161","Ptychoramphus aleuticus"
268,2193,"citation161","Ptychoramphus aleuticus"
269,18,"citation160","Ptychoramphus aleuticus"
270,743,"citation160","Ptychoramphus aleuticus"
271,1468,"citation160","Ptychoramphus aleuticus"
272,2193,"citation160","Ptychoramphus aleuticus"
273,18,"citation273","Ptychoramphus aleuticus"
274,743,"citation273","Ptychoramphus aleuticus"
275,1468,"citation273","Ptychoramphus aleuticus"
276,2193,"citation273","Ptychoramphus aleuticus"
277,18,"citation217","Ptychoramphus aleuticus"
278,743,"citation217","Ptychoramphus aleuticus"
279,1468,"citation217","Ptychoramphus aleuticus"
280,2193,"citation217","Ptychoramphus aleuticus"
281,18,"citation16","Ptychoramphus aleuticus"
282,743,"citation16","Ptychoramphus aleuticus"
283,1468,"citation16","Ptychoramphus aleuticus"
284,2193,"citation16","Ptychoramphus aleuticus"
285,19,"citation100","Synthliboramphus antiquus"
286,744,"citation100","Synthliboramphus antiquus"
287,1469,"citation100","Synthliboramphus antiquus"
288,2194,"citation100","Synthliboramphus antiquus"
289,19,"citation308","Synthliboramphus antiquus"
290,744,"citation308","Synthliboramphus antiquus"
291,1469,"citation308","Synthliboramphus antiquus"
292,2194,"citation308","Synthliboramphus antiquus"
293,19,"citation94","Synthliboramphus antiquus"
294,744,"citation94","Synthliboramphus antiquus"
295,1469,"citation94","Synthliboramphus antiquus"
296,2194,"citation94","Synthliboramphus antiquus"
297,20,"citation60","Synthliboramphus craveri"
298,745,"citation60","Synthliboramphus craveri"
299,1470,"citation60","Synthliboramphus craveri"
300,2195,"citation60","Synthliboramphus craveri"
301,20,"citation308","Synthliboramphus craveri"
302,745,"citation308","Synthliboramphus craveri"
303,1470,"citation308","Synthliboramphus craveri"
304,2195,"citation308","Synthliboramphus craveri"
305,20,"citation67","Synthliboramphus craveri"
306,745,"citation67","Synthliboramphus craveri"
307,1470,"citation67","Synthliboramphus craveri"
308,2195,"citation67","Synthliboramphus craveri"
309,20,"citation186","Synthliboramphus craveri"
310,745,"citation186","Synthliboramphus craveri"
311,1470,"citation186","Synthliboramphus craveri"
312,2195,"citation186","Synthliboramphus craveri"
313,21,"citation123","Synthliboramphus hypoleucus"
314,746,"citation123","Synthliboramphus hypoleucus"
315,1471,"citation123","Synthliboramphus hypoleucus"
316,2196,"citation123","Synthliboramphus hypoleucus"
317,21,"citation308","Synthliboramphus hypoleucus"
318,746,"citation308","Synthliboramphus hypoleucus"
319,1471,"citation308","Synthliboramphus hypoleucus"
320,2196,"citation308","Synthliboramphus hypoleucus"
321,21,"citation74","Synthliboramphus hypoleucus"
322,746,"citation74","Synthliboramphus hypoleucus"
323,1471,"citation74","Synthliboramphus hypoleucus"
324,2196,"citation74","Synthliboramphus hypoleucus"
325,22,"citation191","Synthliboramphus scrippsi"
326,747,"citation191","Synthliboramphus scrippsi"
327,1472,"citation191","Synthliboramphus scrippsi"
328,2197,"citation191","Synthliboramphus scrippsi"
329,23,"citation123","Synthliboramphus wumizusume"
330,748,"citation123","Synthliboramphus wumizusume"
331,1473,"citation123","Synthliboramphus wumizusume"
332,2198,"citation123","Synthliboramphus wumizusume"
333,23,"citation186","Synthliboramphus wumizusume"
334,748,"citation186","Synthliboramphus wumizusume"
335,1473,"citation186","Synthliboramphus wumizusume"
336,2198,"citation186","Synthliboramphus wumizusume"
337,24,"citation264","Uria aalge"
338,749,"citation264","Uria aalge"
339,1474,"citation264","Uria aalge"
340,2199,"citation264","Uria aalge"
341,24,"citation308","Uria aalge"
342,749,"citation308","Uria aalge"
343,1474,"citation308","Uria aalge"
344,2199,"citation308","Uria aalge"
345,24,"citation121","Uria aalge"
346,749,"citation121","Uria aalge"
347,1474,"citation121","Uria aalge"
348,2199,"citation121","Uria aalge"
349,24,"citation122","Uria aalge"
350,749,"citation122","Uria aalge"
351,1474,"citation122","Uria aalge"
352,2199,"citation122","Uria aalge"
353,24,"citation16","Uria aalge"
354,749,"citation16","Uria aalge"
355,1474,"citation16","Uria aalge"
356,2199,"citation16","Uria aalge"
357,24,"citation33","Uria aalge"
358,749,"citation33","Uria aalge"
359,1474,"citation33","Uria aalge"
360,2199,"citation33","Uria aalge"
361,24,"citation231","Uria aalge"
362,749,"citation231","Uria aalge"
363,1474,"citation231","Uria aalge"
364,2199,"citation231","Uria aalge"
365,24,"citation41","Uria aalge"
366,749,"citation41","Uria aalge"
367,1474,"citation41","Uria aalge"
368,2199,"citation41","Uria aalge"
369,24,"citation159","Uria aalge"
370,749,"citation159","Uria aalge"
371,1474,"citation159","Uria aalge"
372,2199,"citation159","Uria aalge"
373,25,"citation98","Uria lomvia"
374,750,"citation98","Uria lomvia"
375,1475,"citation98","Uria lomvia"
376,2200,"citation98","Uria lomvia"
377,25,"citation308","Uria lomvia"
378,750,"citation308","Uria lomvia"
379,1475,"citation308","Uria lomvia"
380,2200,"citation308","Uria lomvia"
381,25,"citation99","Uria lomvia"
382,750,"citation99","Uria lomvia"
383,1475,"citation99","Uria lomvia"
384,2200,"citation99","Uria lomvia"
385,25,"citation96","Uria lomvia"
386,750,"citation96","Uria lomvia"
387,1475,"citation96","Uria lomvia"
388,2200,"citation96","Uria lomvia"
389,25,"citation16","Uria lomvia"
390,750,"citation16","Uria lomvia"
391,1475,"citation16","Uria lomvia"
392,2200,"citation16","Uria lomvia"
393,26,"citation191","Anhinga anhinga"
394,751,"citation191","Anhinga anhinga"
395,1476,"citation191","Anhinga anhinga"
396,2201,"citation191","Anhinga anhinga"
397,27,"citation191","Anhinga melanogaster"
398,752,"citation191","Anhinga melanogaster"
399,1477,"citation191","Anhinga melanogaster"
400,2202,"citation191","Anhinga melanogaster"
401,28,"citation191","Anhinga novaehollandiae"
402,753,"citation191","Anhinga novaehollandiae"
403,1478,"citation191","Anhinga novaehollandiae"
404,2203,"citation191","Anhinga novaehollandiae"
405,29,"citation191","Anhinga rufa"
406,754,"citation191","Anhinga rufa"
407,1479,"citation191","Anhinga rufa"
408,2204,"citation191","Anhinga rufa"
409,30,"citation191","Agamia agami"
410,755,"citation191","Agamia agami"
411,1480,"citation191","Agamia agami"
412,2205,"citation191","Agamia agami"
413,31,"citation191","Ardea alba"
414,756,"citation191","Ardea alba"
415,1481,"citation191","Ardea alba"
416,2206,"citation191","Ardea alba"
417,32,"citation191","Ardea brachyrhyncha"
418,757,"citation191","Ardea brachyrhyncha"
419,1482,"citation191","Ardea brachyrhyncha"
420,2207,"citation191","Ardea brachyrhyncha"
421,33,"citation191","Ardea cinerea"
422,758,"citation191","Ardea cinerea"
423,1483,"citation191","Ardea cinerea"
424,2208,"citation191","Ardea cinerea"
425,34,"citation191","Ardea cocoi"
426,759,"citation191","Ardea cocoi"
427,1484,"citation191","Ardea cocoi"
428,2209,"citation191","Ardea cocoi"
429,35,"citation191","Ardea goliath"
430,760,"citation191","Ardea goliath"
431,1485,"citation191","Ardea goliath"
432,2210,"citation191","Ardea goliath"
433,36,"citation191","Ardea herodias"
434,761,"citation191","Ardea herodias"
435,1486,"citation191","Ardea herodias"
436,2211,"citation191","Ardea herodias"
437,37,"citation191","Ardea humbloti"
438,762,"citation191","Ardea humbloti"
439,1487,"citation191","Ardea humbloti"
440,2212,"citation191","Ardea humbloti"
441,38,"citation191","Ardea insignis"
442,763,"citation191","Ardea insignis"
443,1488,"citation191","Ardea insignis"
444,2213,"citation191","Ardea insignis"
445,39,"citation191","Ardea intermedia"
446,764,"citation191","Ardea intermedia"
447,1489,"citation191","Ardea intermedia"
448,2214,"citation191","Ardea intermedia"
449,40,"citation191","Ardea melanocephala"
450,765,"citation191","Ardea melanocephala"
451,1490,"citation191","Ardea melanocephala"
452,2215,"citation191","Ardea melanocephala"
453,41,"citation191","Ardea pacifica"
454,766,"citation191","Ardea pacifica"
455,1491,"citation191","Ardea pacifica"
456,2216,"citation191","Ardea pacifica"
457,42,"citation191","Ardea plumifera"
458,767,"citation191","Ardea plumifera"
459,1492,"citation191","Ardea plumifera"
460,2217,"citation191","Ardea plumifera"
461,43,"citation191","Ardea purpurea"
462,768,"citation191","Ardea purpurea"
463,1493,"citation191","Ardea purpurea"
464,2218,"citation191","Ardea purpurea"
465,44,"citation191","Ardea sumatrana"
466,769,"citation191","Ardea sumatrana"
467,1494,"citation191","Ardea sumatrana"
468,2219,"citation191","Ardea sumatrana"
469,45,"citation191","Ardeola bacchus"
470,770,"citation191","Ardeola bacchus"
471,1495,"citation191","Ardeola bacchus"
472,2220,"citation191","Ardeola bacchus"
473,46,"citation191","Ardeola grayii"
474,771,"citation191","Ardeola grayii"
475,1496,"citation191","Ardeola grayii"
476,2221,"citation191","Ardeola grayii"
477,47,"citation191","Ardeola idae"
478,772,"citation191","Ardeola idae"
479,1497,"citation191","Ardeola idae"
480,2222,"citation191","Ardeola idae"
481,48,"citation191","Ardeola ralloides"
482,773,"citation191","Ardeola ralloides"
483,1498,"citation191","Ardeola ralloides"
484,2223,"citation191","Ardeola ralloides"
485,49,"citation191","Ardeola rufiventris"
486,774,"citation191","Ardeola rufiventris"
487,1499,"citation191","Ardeola rufiventris"
488,2224,"citation191","Ardeola rufiventris"
489,50,"citation191","Ardeola speciosa"
490,775,"citation191","Ardeola speciosa"
491,1500,"citation191","Ardeola speciosa"
492,2225,"citation191","Ardeola speciosa"
493,51,"citation191","Botaurus lentiginosus"
494,776,"citation191","Botaurus lentiginosus"
495,1501,"citation191","Botaurus lentiginosus"
496,2226,"citation191","Botaurus lentiginosus"
497,52,"citation191","Botaurus pinnatus"
498,777,"citation191","Botaurus pinnatus"
499,1502,"citation191","Botaurus pinnatus"
500,2227,"citation191","Botaurus pinnatus"
501,53,"citation191","Botaurus poiciloptilus"
502,778,"citation191","Botaurus poiciloptilus"
503,1503,"citation191","Botaurus poiciloptilus"
504,2228,"citation191","Botaurus poiciloptilus"
505,54,"citation191","Botaurus stellaris"
506,779,"citation191","Botaurus stellaris"
507,1504,"citation191","Botaurus stellaris"
508,2229,"citation191","Botaurus stellaris"
509,55,"citation191","Bubulcus ibis"
510,780,"citation191","Bubulcus ibis"
511,1505,"citation191","Bubulcus ibis"
512,2230,"citation191","Bubulcus ibis"
513,56,"citation191","Butorides striata"
514,781,"citation191","Butorides striata"
515,1506,"citation191","Butorides striata"
516,2231,"citation191","Butorides striata"
517,57,"citation191","Calherodius leuconotus"
518,782,"citation191","Calherodius leuconotus"
519,1507,"citation191","Calherodius leuconotus"
520,2232,"citation191","Calherodius leuconotus"
521,58,"citation191","Cochlearius cochlearius"
522,783,"citation191","Cochlearius cochlearius"
523,1508,"citation191","Cochlearius cochlearius"
524,2233,"citation191","Cochlearius cochlearius"
525,59,"citation191","Egretta ardesiaca"
526,784,"citation191","Egretta ardesiaca"
527,1509,"citation191","Egretta ardesiaca"
528,2234,"citation191","Egretta ardesiaca"
529,60,"citation191","Egretta caerulea"
530,785,"citation191","Egretta caerulea"
531,1510,"citation191","Egretta caerulea"
532,2235,"citation191","Egretta caerulea"
533,61,"citation191","Egretta eulophotes"
534,786,"citation191","Egretta eulophotes"
535,1511,"citation191","Egretta eulophotes"
536,2236,"citation191","Egretta eulophotes"
537,62,"citation191","Egretta garzetta"
538,787,"citation191","Egretta garzetta"
539,1512,"citation191","Egretta garzetta"
540,2237,"citation191","Egretta garzetta"
541,63,"citation191","Egretta gularis"
542,788,"citation191","Egretta gularis"
543,1513,"citation191","Egretta gularis"
544,2238,"citation191","Egretta gularis"
545,64,"citation191","Egretta novaehollandiae"
546,789,"citation191","Egretta novaehollandiae"
547,1514,"citation191","Egretta novaehollandiae"
548,2239,"citation191","Egretta novaehollandiae"
549,65,"citation191","Egretta picata"
550,790,"citation191","Egretta picata"
551,1515,"citation191","Egretta picata"
552,2240,"citation191","Egretta picata"
553,66,"citation191","Egretta rufescens"
554,791,"citation191","Egretta rufescens"
555,1516,"citation191","Egretta rufescens"
556,2241,"citation191","Egretta rufescens"
557,67,"citation191","Egretta sacra"
558,792,"citation191","Egretta sacra"
559,1517,"citation191","Egretta sacra"
560,2242,"citation191","Egretta sacra"
561,68,"citation191","Egretta thula"
562,793,"citation191","Egretta thula"
563,1518,"citation191","Egretta thula"
564,2243,"citation191","Egretta thula"
565,69,"citation191","Egretta tricolor"
566,794,"citation191","Egretta tricolor"
567,1519,"citation191","Egretta tricolor"
568,2244,"citation191","Egretta tricolor"
569,70,"citation191","Egretta vinaceigula"
570,795,"citation191","Egretta vinaceigula"
571,1520,"citation191","Egretta vinaceigula"
572,2245,"citation191","Egretta vinaceigula"
573,71,"citation191","Gorsachius goisagi"
574,796,"citation191","Gorsachius goisagi"
575,1521,"citation191","Gorsachius goisagi"
576,2246,"citation191","Gorsachius goisagi"
577,72,"citation191","Gorsachius magnificus"
578,797,"citation191","Gorsachius magnificus"
579,1522,"citation191","Gorsachius magnificus"
580,2247,"citation191","Gorsachius magnificus"
581,73,"citation191","Gorsachius melanolophus"
582,798,"citation191","Gorsachius melanolophus"
583,1523,"citation191","Gorsachius melanolophus"
584,2248,"citation191","Gorsachius melanolophus"
585,74,"citation191","Ixobrychus cinnamomeus"
586,799,"citation191","Ixobrychus cinnamomeus"
587,1524,"citation191","Ixobrychus cinnamomeus"
588,2249,"citation191","Ixobrychus cinnamomeus"
589,75,"citation191","Ixobrychus dubius"
590,800,"citation191","Ixobrychus dubius"
591,1525,"citation191","Ixobrychus dubius"
592,2250,"citation191","Ixobrychus dubius"
593,76,"citation191","Ixobrychus eurhythmus"
594,801,"citation191","Ixobrychus eurhythmus"
595,1526,"citation191","Ixobrychus eurhythmus"
596,2251,"citation191","Ixobrychus eurhythmus"
597,77,"citation191","Ixobrychus exilis"
598,802,"citation191","Ixobrychus exilis"
599,1527,"citation191","Ixobrychus exilis"
600,2252,"citation191","Ixobrychus exilis"
601,78,"citation191","Ixobrychus flavicollis"
602,803,"citation191","Ixobrychus flavicollis"
603,1528,"citation191","Ixobrychus flavicollis"
604,2253,"citation191","Ixobrychus flavicollis"
605,79,"citation191","Ixobrychus involucris"
606,804,"citation191","Ixobrychus involucris"
607,1529,"citation191","Ixobrychus involucris"
608,2254,"citation191","Ixobrychus involucris"
609,80,"citation191","Ixobrychus minutus"
610,805,"citation191","Ixobrychus minutus"
611,1530,"citation191","Ixobrychus minutus"
612,2255,"citation191","Ixobrychus minutus"
613,81,"citation191","Ixobrychus novaezelandiae"
614,806,"citation191","Ixobrychus novaezelandiae"
615,1531,"citation191","Ixobrychus novaezelandiae"
616,2256,"citation191","Ixobrychus novaezelandiae"
617,82,"citation191","Ixobrychus sinensis"
618,807,"citation191","Ixobrychus sinensis"
619,1532,"citation191","Ixobrychus sinensis"
620,2257,"citation191","Ixobrychus sinensis"
621,83,"citation191","Ixobrychus sturmii"
622,808,"citation191","Ixobrychus sturmii"
623,1533,"citation191","Ixobrychus sturmii"
624,2258,"citation191","Ixobrychus sturmii"
625,84,"citation191","Nyctanassa carcinocatactes"
626,809,"citation191","Nyctanassa carcinocatactes"
627,1534,"citation191","Nyctanassa carcinocatactes"
628,2259,"citation191","Nyctanassa carcinocatactes"
629,85,"citation191","Nyctanassa violacea"
630,810,"citation191","Nyctanassa violacea"
631,1535,"citation191","Nyctanassa violacea"
632,2260,"citation191","Nyctanassa violacea"
633,86,"citation191","Nycticorax caledonicus"
634,811,"citation191","Nycticorax caledonicus"
635,1536,"citation191","Nycticorax caledonicus"
636,2261,"citation191","Nycticorax caledonicus"
637,87,"citation191","Nycticorax duboisi"
638,812,"citation191","Nycticorax duboisi"
639,1537,"citation191","Nycticorax duboisi"
640,2262,"citation191","Nycticorax duboisi"
641,88,"citation191","Nycticorax mauritianus"
642,813,"citation191","Nycticorax mauritianus"
643,1538,"citation191","Nycticorax mauritianus"
644,2263,"citation191","Nycticorax mauritianus"
645,89,"citation191","Nycticorax megacephalus"
646,814,"citation191","Nycticorax megacephalus"
647,1539,"citation191","Nycticorax megacephalus"
648,2264,"citation191","Nycticorax megacephalus"
649,90,"citation191","Nycticorax nycticorax"
650,815,"citation191","Nycticorax nycticorax"
651,1540,"citation191","Nycticorax nycticorax"
652,2265,"citation191","Nycticorax nycticorax"
653,91,"citation191","Pilherodius pileatus"
654,816,"citation191","Pilherodius pileatus"
655,1541,"citation191","Pilherodius pileatus"
656,2266,"citation191","Pilherodius pileatus"
657,92,"citation191","Syrigma sibilatrix"
658,817,"citation191","Syrigma sibilatrix"
659,1542,"citation191","Syrigma sibilatrix"
660,2267,"citation191","Syrigma sibilatrix"
661,93,"citation191","Tigriornis leucolopha"
662,818,"citation191","Tigriornis leucolopha"
663,1543,"citation191","Tigriornis leucolopha"
664,2268,"citation191","Tigriornis leucolopha"
665,94,"citation191","Tigrisoma fasciatum"
666,819,"citation191","Tigrisoma fasciatum"
667,1544,"citation191","Tigrisoma fasciatum"
668,2269,"citation191","Tigrisoma fasciatum"
669,95,"citation191","Tigrisoma lineatum"
670,820,"citation191","Tigrisoma lineatum"
671,1545,"citation191","Tigrisoma lineatum"
672,2270,"citation191","Tigrisoma lineatum"
