"relation_id","feature_id","cite_id","species_id"
132,39,"citation60","Aethia psittacula"
133,40,"citation60","Aethia psittacula"
134,41,"citation60","Aethia psittacula"
135,42,"citation60","Aethia psittacula"
136,43,"citation60","Aethia psittacula"
137,44,"citation60","Aethia psittacula"
138,45,"citation60","Aethia psittacula"
139,46,"citation60","Aethia psittacula"
140,47,"citation60","Aethia psittacula"
141,48,"citation60","Aethia psittacula"
142,49,"citation60","Aethia psittacula"
143,50,"citation60","Aethia psittacula"
144,51,"citation60","Aethia psittacula"
145,52,"citation60","Aethia psittacula"
146,53,"citation60","Aethia psittacula"
147,54,"citation60","Aethia psittacula"
148,55,"citation60","Aethia psittacula"
149,56,"citation60","Aethia psittacula"
150,57,"citation60","Aethia psittacula"
151,58,"citation60","Aethia psittacula"
152,59,"citation60","Aethia psittacula"
153,60,"citation60","Aethia psittacula"
154,61,"citation60","Aethia psittacula"
155,62,"citation60","Aethia psittacula"
156,32,"citation308","Aethia psittacula"
157,33,"citation308","Aethia psittacula"
158,34,"citation308","Aethia psittacula"
159,35,"citation308","Aethia psittacula"
160,36,"citation308","Aethia psittacula"
161,37,"citation308","Aethia psittacula"
162,38,"citation308","Aethia psittacula"
163,39,"citation308","Aethia psittacula"
164,40,"citation308","Aethia psittacula"
165,41,"citation308","Aethia psittacula"
166,42,"citation308","Aethia psittacula"
167,43,"citation308","Aethia psittacula"
168,44,"citation308","Aethia psittacula"
169,45,"citation308","Aethia psittacula"
170,46,"citation308","Aethia psittacula"
171,47,"citation308","Aethia psittacula"
172,48,"citation308","Aethia psittacula"
173,49,"citation308","Aethia psittacula"
174,50,"citation308","Aethia psittacula"
175,51,"citation308","Aethia psittacula"
176,52,"citation308","Aethia psittacula"
177,53,"citation308","Aethia psittacula"
178,54,"citation308","Aethia psittacula"
179,55,"citation308","Aethia psittacula"
180,56,"citation308","Aethia psittacula"
181,57,"citation308","Aethia psittacula"
182,58,"citation308","Aethia psittacula"
183,59,"citation308","Aethia psittacula"
184,60,"citation308","Aethia psittacula"
185,61,"citation308","Aethia psittacula"
186,62,"citation308","Aethia psittacula"
187,32,"citation186","Aethia psittacula"
188,33,"citation186","Aethia psittacula"
189,34,"citation186","Aethia psittacula"
190,35,"citation186","Aethia psittacula"
191,36,"citation186","Aethia psittacula"
192,37,"citation186","Aethia psittacula"
193,38,"citation186","Aethia psittacula"
194,39,"citation186","Aethia psittacula"
195,40,"citation186","Aethia psittacula"
196,41,"citation186","Aethia psittacula"
197,42,"citation186","Aethia psittacula"
198,43,"citation186","Aethia psittacula"
199,44,"citation186","Aethia psittacula"
200,45,"citation186","Aethia psittacula"
201,46,"citation186","Aethia psittacula"
202,47,"citation186","Aethia psittacula"
203,48,"citation186","Aethia psittacula"
204,49,"citation186","Aethia psittacula"
205,50,"citation186","Aethia psittacula"
206,51,"citation186","Aethia psittacula"
207,52,"citation186","Aethia psittacula"
208,53,"citation186","Aethia psittacula"
209,54,"citation186","Aethia psittacula"
210,55,"citation186","Aethia psittacula"
211,56,"citation186","Aethia psittacula"
212,57,"citation186","Aethia psittacula"
213,58,"citation186","Aethia psittacula"
214,59,"citation186","Aethia psittacula"
215,60,"citation186","Aethia psittacula"
216,61,"citation186","Aethia psittacula"
217,62,"citation186","Aethia psittacula"
218,63,"citation238","Aethia pusilla"
219,64,"citation238","Aethia pusilla"
220,65,"citation238","Aethia pusilla"
221,66,"citation238","Aethia pusilla"
222,67,"citation238","Aethia pusilla"
223,68,"citation238","Aethia pusilla"
224,69,"citation238","Aethia pusilla"
225,70,"citation238","Aethia pusilla"
226,71,"citation238","Aethia pusilla"
227,72,"citation238","Aethia pusilla"
228,73,"citation238","Aethia pusilla"
229,74,"citation238","Aethia pusilla"
230,75,"citation238","Aethia pusilla"
231,76,"citation238","Aethia pusilla"
232,77,"citation238","Aethia pusilla"
233,78,"citation238","Aethia pusilla"
234,79,"citation238","Aethia pusilla"
235,80,"citation238","Aethia pusilla"
236,81,"citation238","Aethia pusilla"
237,82,"citation238","Aethia pusilla"
238,83,"citation238","Aethia pusilla"
239,84,"citation238","Aethia pusilla"
240,85,"citation238","Aethia pusilla"
241,86,"citation238","Aethia pusilla"
242,87,"citation238","Aethia pusilla"
243,88,"citation238","Aethia pusilla"
244,89,"citation238","Aethia pusilla"
245,90,"citation238","Aethia pusilla"
246,91,"citation238","Aethia pusilla"
247,92,"citation238","Aethia pusilla"
248,93,"citation238","Aethia pusilla"
249,63,"citation60","Aethia pusilla"
250,64,"citation60","Aethia pusilla"
251,65,"citation60","Aethia pusilla"
252,66,"citation60","Aethia pusilla"
253,67,"citation60","Aethia pusilla"
254,68,"citation60","Aethia pusilla"
255,69,"citation60","Aethia pusilla"
256,70,"citation60","Aethia pusilla"
257,71,"citation60","Aethia pusilla"
258,72,"citation60","Aethia pusilla"
259,73,"citation60","Aethia pusilla"
260,74,"citation60","Aethia pusilla"
261,75,"citation60","Aethia pusilla"
262,76,"citation60","Aethia pusilla"
263,77,"citation60","Aethia pusilla"
264,78,"citation60","Aethia pusilla"
265,79,"citation60","Aethia pusilla"
266,80,"citation60","Aethia pusilla"
267,81,"citation60","Aethia pusilla"
268,82,"citation60","Aethia pusilla"
269,83,"citation60","Aethia pusilla"
270,84,"citation60","Aethia pusilla"
271,85,"citation60","Aethia pusilla"
272,86,"citation60","Aethia pusilla"
273,87,"citation60","Aethia pusilla"
274,88,"citation60","Aethia pusilla"
275,89,"citation60","Aethia pusilla"
276,90,"citation60","Aethia pusilla"
277,91,"citation60","Aethia pusilla"
278,92,"citation60","Aethia pusilla"
279,93,"citation60","Aethia pusilla"
280,63,"citation308","Aethia pusilla"
281,64,"citation308","Aethia pusilla"
282,65,"citation308","Aethia pusilla"
283,66,"citation308","Aethia pusilla"
284,67,"citation308","Aethia pusilla"
285,68,"citation308","Aethia pusilla"
286,69,"citation308","Aethia pusilla"
287,70,"citation308","Aethia pusilla"
288,71,"citation308","Aethia pusilla"
289,72,"citation308","Aethia pusilla"
290,73,"citation308","Aethia pusilla"
291,74,"citation308","Aethia pusilla"
292,75,"citation308","Aethia pusilla"
293,76,"citation308","Aethia pusilla"
294,77,"citation308","Aethia pusilla"
295,78,"citation308","Aethia pusilla"
296,79,"citation308","Aethia pusilla"
297,80,"citation308","Aethia pusilla"
298,81,"citation308","Aethia pusilla"
299,82,"citation308","Aethia pusilla"
300,83,"citation308","Aethia pusilla"
301,84,"citation308","Aethia pusilla"
302,85,"citation308","Aethia pusilla"
303,86,"citation308","Aethia pusilla"
304,87,"citation308","Aethia pusilla"
305,88,"citation308","Aethia pusilla"
306,89,"citation308","Aethia pusilla"
307,90,"citation308","Aethia pusilla"
308,91,"citation308","Aethia pusilla"
309,92,"citation308","Aethia pusilla"
310,93,"citation308","Aethia pusilla"
311,63,"citation147","Aethia pusilla"
312,64,"citation147","Aethia pusilla"
313,65,"citation147","Aethia pusilla"
314,66,"citation147","Aethia pusilla"
315,67,"citation147","Aethia pusilla"
316,68,"citation147","Aethia pusilla"
317,69,"citation147","Aethia pusilla"
318,70,"citation147","Aethia pusilla"
319,71,"citation147","Aethia pusilla"
320,72,"citation147","Aethia pusilla"
321,73,"citation147","Aethia pusilla"
322,74,"citation147","Aethia pusilla"
323,75,"citation147","Aethia pusilla"
324,76,"citation147","Aethia pusilla"
325,77,"citation147","Aethia pusilla"
326,78,"citation147","Aethia pusilla"
327,79,"citation147","Aethia pusilla"
328,80,"citation147","Aethia pusilla"
329,81,"citation147","Aethia pusilla"
330,82,"citation147","Aethia pusilla"
331,83,"citation147","Aethia pusilla"
332,84,"citation147","Aethia pusilla"
333,85,"citation147","Aethia pusilla"
334,86,"citation147","Aethia pusilla"
335,87,"citation147","Aethia pusilla"
336,88,"citation147","Aethia pusilla"
337,89,"citation147","Aethia pusilla"
338,90,"citation147","Aethia pusilla"
339,91,"citation147","Aethia pusilla"
340,92,"citation147","Aethia pusilla"
341,93,"citation147","Aethia pusilla"
342,63,"citation145","Aethia pusilla"
343,64,"citation145","Aethia pusilla"
344,65,"citation145","Aethia pusilla"
345,66,"citation145","Aethia pusilla"
346,67,"citation145","Aethia pusilla"
347,68,"citation145","Aethia pusilla"
348,69,"citation145","Aethia pusilla"
349,70,"citation145","Aethia pusilla"
350,71,"citation145","Aethia pusilla"
351,72,"citation145","Aethia pusilla"
352,73,"citation145","Aethia pusilla"
353,74,"citation145","Aethia pusilla"
354,75,"citation145","Aethia pusilla"
355,76,"citation145","Aethia pusilla"
356,77,"citation145","Aethia pusilla"
357,78,"citation145","Aethia pusilla"
358,79,"citation145","Aethia pusilla"
359,80,"citation145","Aethia pusilla"
360,81,"citation145","Aethia pusilla"
361,82,"citation145","Aethia pusilla"
362,83,"citation145","Aethia pusilla"
363,84,"citation145","Aethia pusilla"
364,85,"citation145","Aethia pusilla"
365,86,"citation145","Aethia pusilla"
366,87,"citation145","Aethia pusilla"
367,88,"citation145","Aethia pusilla"
368,89,"citation145","Aethia pusilla"
369,90,"citation145","Aethia pusilla"
370,91,"citation145","Aethia pusilla"
371,92,"citation145","Aethia pusilla"
372,93,"citation145","Aethia pusilla"
373,94,"citation45","Aethia pygmaea"
374,95,"citation45","Aethia pygmaea"
375,96,"citation45","Aethia pygmaea"
376,97,"citation45","Aethia pygmaea"
377,98,"citation45","Aethia pygmaea"
378,99,"citation45","Aethia pygmaea"
379,100,"citation45","Aethia pygmaea"
380,101,"citation45","Aethia pygmaea"
381,102,"citation45","Aethia pygmaea"
382,103,"citation45","Aethia pygmaea"
383,104,"citation45","Aethia pygmaea"
384,105,"citation45","Aethia pygmaea"
385,106,"citation45","Aethia pygmaea"
386,107,"citation45","Aethia pygmaea"
387,108,"citation45","Aethia pygmaea"
388,109,"citation45","Aethia pygmaea"
389,110,"citation45","Aethia pygmaea"
390,111,"citation45","Aethia pygmaea"
391,112,"citation45","Aethia pygmaea"
392,113,"citation45","Aethia pygmaea"
393,114,"citation45","Aethia pygmaea"
394,115,"citation45","Aethia pygmaea"
395,116,"citation45","Aethia pygmaea"
396,117,"citation45","Aethia pygmaea"
397,118,"citation45","Aethia pygmaea"
398,119,"citation45","Aethia pygmaea"
399,120,"citation45","Aethia pygmaea"
400,121,"citation45","Aethia pygmaea"
401,122,"citation45","Aethia pygmaea"
402,123,"citation45","Aethia pygmaea"
403,124,"citation45","Aethia pygmaea"
404,94,"citation186","Aethia pygmaea"
405,95,"citation186","Aethia pygmaea"
406,96,"citation186","Aethia pygmaea"
407,97,"citation186","Aethia pygmaea"
408,98,"citation186","Aethia pygmaea"
409,99,"citation186","Aethia pygmaea"
410,100,"citation186","Aethia pygmaea"
411,101,"citation186","Aethia pygmaea"
412,102,"citation186","Aethia pygmaea"
413,103,"citation186","Aethia pygmaea"
414,104,"citation186","Aethia pygmaea"
415,105,"citation186","Aethia pygmaea"
416,106,"citation186","Aethia pygmaea"
417,107,"citation186","Aethia pygmaea"
418,108,"citation186","Aethia pygmaea"
419,109,"citation186","Aethia pygmaea"
420,110,"citation186","Aethia pygmaea"
421,111,"citation186","Aethia pygmaea"
422,112,"citation186","Aethia pygmaea"
423,113,"citation186","Aethia pygmaea"
424,114,"citation186","Aethia pygmaea"
425,115,"citation186","Aethia pygmaea"
426,116,"citation186","Aethia pygmaea"
427,117,"citation186","Aethia pygmaea"
428,118,"citation186","Aethia pygmaea"
429,119,"citation186","Aethia pygmaea"
430,120,"citation186","Aethia pygmaea"
431,121,"citation186","Aethia pygmaea"
432,122,"citation186","Aethia pygmaea"
433,123,"citation186","Aethia pygmaea"
434,124,"citation186","Aethia pygmaea"
435,94,"citation137","Aethia pygmaea"
436,95,"citation137","Aethia pygmaea"
437,96,"citation137","Aethia pygmaea"
438,97,"citation137","Aethia pygmaea"
439,98,"citation137","Aethia pygmaea"
440,99,"citation137","Aethia pygmaea"
441,100,"citation137","Aethia pygmaea"
442,101,"citation137","Aethia pygmaea"
443,102,"citation137","Aethia pygmaea"
444,103,"citation137","Aethia pygmaea"
445,104,"citation137","Aethia pygmaea"
446,105,"citation137","Aethia pygmaea"
447,106,"citation137","Aethia pygmaea"
448,107,"citation137","Aethia pygmaea"
449,108,"citation137","Aethia pygmaea"
450,109,"citation137","Aethia pygmaea"
451,110,"citation137","Aethia pygmaea"
452,111,"citation137","Aethia pygmaea"
453,112,"citation137","Aethia pygmaea"
454,113,"citation137","Aethia pygmaea"
455,114,"citation137","Aethia pygmaea"
456,115,"citation137","Aethia pygmaea"
457,116,"citation137","Aethia pygmaea"
458,117,"citation137","Aethia pygmaea"
459,118,"citation137","Aethia pygmaea"
460,119,"citation137","Aethia pygmaea"
461,120,"citation137","Aethia pygmaea"
462,121,"citation137","Aethia pygmaea"
463,122,"citation137","Aethia pygmaea"
464,123,"citation137","Aethia pygmaea"
465,124,"citation137","Aethia pygmaea"
466,125,"citation60","Alca torda"
467,126,"citation60","Alca torda"
468,127,"citation60","Alca torda"
469,128,"citation60","Alca torda"
470,129,"citation60","Alca torda"
471,130,"citation60","Alca torda"
472,131,"citation60","Alca torda"
473,132,"citation60","Alca torda"
474,133,"citation60","Alca torda"
475,134,"citation60","Alca torda"
476,135,"citation60","Alca torda"
477,136,"citation60","Alca torda"
478,137,"citation60","Alca torda"
479,138,"citation60","Alca torda"
480,139,"citation60","Alca torda"
481,140,"citation60","Alca torda"
482,141,"citation60","Alca torda"
483,142,"citation60","Alca torda"
484,143,"citation60","Alca torda"
485,144,"citation60","Alca torda"
486,145,"citation60","Alca torda"
487,146,"citation60","Alca torda"
488,147,"citation60","Alca torda"
489,148,"citation60","Alca torda"
490,149,"citation60","Alca torda"
491,150,"citation60","Alca torda"
492,151,"citation60","Alca torda"
493,152,"citation60","Alca torda"
494,153,"citation60","Alca torda"
495,154,"citation60","Alca torda"
496,155,"citation60","Alca torda"
497,125,"citation120","Alca torda"
498,126,"citation120","Alca torda"
499,127,"citation120","Alca torda"
500,128,"citation120","Alca torda"
501,129,"citation120","Alca torda"
502,130,"citation120","Alca torda"
503,131,"citation120","Alca torda"
504,132,"citation120","Alca torda"
505,133,"citation120","Alca torda"
506,134,"citation120","Alca torda"
507,135,"citation120","Alca torda"
508,136,"citation120","Alca torda"
509,137,"citation120","Alca torda"
510,138,"citation120","Alca torda"
511,139,"citation120","Alca torda"
512,140,"citation120","Alca torda"
513,141,"citation120","Alca torda"
514,142,"citation120","Alca torda"
515,143,"citation120","Alca torda"
516,144,"citation120","Alca torda"
517,145,"citation120","Alca torda"
518,146,"citation120","Alca torda"
519,147,"citation120","Alca torda"
520,148,"citation120","Alca torda"
521,149,"citation120","Alca torda"
522,150,"citation120","Alca torda"
523,151,"citation120","Alca torda"
524,152,"citation120","Alca torda"
525,153,"citation120","Alca torda"
526,154,"citation120","Alca torda"
527,155,"citation120","Alca torda"
528,125,"citation308","Alca torda"
529,126,"citation308","Alca torda"
530,127,"citation308","Alca torda"
531,128,"citation308","Alca torda"
532,129,"citation308","Alca torda"
533,130,"citation308","Alca torda"
534,131,"citation308","Alca torda"
535,132,"citation308","Alca torda"
536,133,"citation308","Alca torda"
537,134,"citation308","Alca torda"
538,135,"citation308","Alca torda"
539,136,"citation308","Alca torda"
540,137,"citation308","Alca torda"
541,138,"citation308","Alca torda"
542,139,"citation308","Alca torda"
543,140,"citation308","Alca torda"
544,141,"citation308","Alca torda"
545,142,"citation308","Alca torda"
546,143,"citation308","Alca torda"
547,144,"citation308","Alca torda"
548,145,"citation308","Alca torda"
549,146,"citation308","Alca torda"
550,147,"citation308","Alca torda"
551,148,"citation308","Alca torda"
552,149,"citation308","Alca torda"
553,150,"citation308","Alca torda"
554,151,"citation308","Alca torda"
555,152,"citation308","Alca torda"
556,153,"citation308","Alca torda"
557,154,"citation308","Alca torda"
558,155,"citation308","Alca torda"
559,125,"citation97","Alca torda"
560,126,"citation97","Alca torda"
561,127,"citation97","Alca torda"
562,128,"citation97","Alca torda"
563,129,"citation97","Alca torda"
564,130,"citation97","Alca torda"
565,131,"citation97","Alca torda"
566,132,"citation97","Alca torda"
567,133,"citation97","Alca torda"
568,134,"citation97","Alca torda"
569,135,"citation97","Alca torda"
570,136,"citation97","Alca torda"
571,137,"citation97","Alca torda"
572,138,"citation97","Alca torda"
573,139,"citation97","Alca torda"
574,140,"citation97","Alca torda"
575,141,"citation97","Alca torda"
576,142,"citation97","Alca torda"
577,143,"citation97","Alca torda"
578,144,"citation97","Alca torda"
579,145,"citation97","Alca torda"
580,146,"citation97","Alca torda"
581,147,"citation97","Alca torda"
582,148,"citation97","Alca torda"
583,149,"citation97","Alca torda"
584,150,"citation97","Alca torda"
585,151,"citation97","Alca torda"
586,152,"citation97","Alca torda"
587,153,"citation97","Alca torda"
588,154,"citation97","Alca torda"
589,155,"citation97","Alca torda"
590,125,"citation156","Alca torda"
591,126,"citation156","Alca torda"
592,127,"citation156","Alca torda"
593,128,"citation156","Alca torda"
594,129,"citation156","Alca torda"
595,130,"citation156","Alca torda"
596,131,"citation156","Alca torda"
597,132,"citation156","Alca torda"
598,133,"citation156","Alca torda"
599,134,"citation156","Alca torda"
600,135,"citation156","Alca torda"
601,136,"citation156","Alca torda"
602,137,"citation156","Alca torda"
603,138,"citation156","Alca torda"
604,139,"citation156","Alca torda"
605,140,"citation156","Alca torda"
606,141,"citation156","Alca torda"
607,142,"citation156","Alca torda"
608,143,"citation156","Alca torda"
609,144,"citation156","Alca torda"
610,145,"citation156","Alca torda"
611,146,"citation156","Alca torda"
612,147,"citation156","Alca torda"
613,148,"citation156","Alca torda"
614,149,"citation156","Alca torda"
615,150,"citation156","Alca torda"
616,151,"citation156","Alca torda"
617,152,"citation156","Alca torda"
618,153,"citation156","Alca torda"
619,154,"citation156","Alca torda"
620,155,"citation156","Alca torda"
621,125,"citation33","Alca torda"
622,126,"citation33","Alca torda"
623,127,"citation33","Alca torda"
624,128,"citation33","Alca torda"
625,129,"citation33","Alca torda"
626,130,"citation33","Alca torda"
627,131,"citation33","Alca torda"
628,132,"citation33","Alca torda"
629,133,"citation33","Alca torda"
630,134,"citation33","Alca torda"
631,135,"citation33","Alca torda"
632,136,"citation33","Alca torda"
633,137,"citation33","Alca torda"
634,138,"citation33","Alca torda"
635,139,"citation33","Alca torda"
636,140,"citation33","Alca torda"
637,141,"citation33","Alca torda"
638,142,"citation33","Alca torda"
639,143,"citation33","Alca torda"
640,144,"citation33","Alca torda"
641,145,"citation33","Alca torda"
642,146,"citation33","Alca torda"
643,147,"citation33","Alca torda"
644,148,"citation33","Alca torda"
645,149,"citation33","Alca torda"
646,150,"citation33","Alca torda"
647,151,"citation33","Alca torda"
648,152,"citation33","Alca torda"
649,153,"citation33","Alca torda"
650,154,"citation33","Alca torda"
651,155,"citation33","Alca torda"
652,156,"citation60","Alle alle"
653,157,"citation60","Alle alle"
654,158,"citation60","Alle alle"
655,159,"citation60","Alle alle"
656,160,"citation60","Alle alle"
657,161,"citation60","Alle alle"
658,162,"citation60","Alle alle"
659,163,"citation60","Alle alle"
660,164,"citation60","Alle alle"
661,165,"citation60","Alle alle"
662,166,"citation60","Alle alle"
663,167,"citation60","Alle alle"
664,168,"citation60","Alle alle"
665,169,"citation60","Alle alle"
666,170,"citation60","Alle alle"
667,171,"citation60","Alle alle"
668,172,"citation60","Alle alle"
669,173,"citation60","Alle alle"
670,174,"citation60","Alle alle"
671,175,"citation60","Alle alle"
672,176,"citation60","Alle alle"
673,177,"citation60","Alle alle"
674,178,"citation60","Alle alle"
675,179,"citation60","Alle alle"
676,180,"citation60","Alle alle"
677,181,"citation60","Alle alle"
678,182,"citation60","Alle alle"
679,183,"citation60","Alle alle"
680,184,"citation60","Alle alle"
681,185,"citation60","Alle alle"
682,186,"citation60","Alle alle"
683,156,"citation97","Alle alle"
684,157,"citation97","Alle alle"
685,158,"citation97","Alle alle"
686,159,"citation97","Alle alle"
687,160,"citation97","Alle alle"
688,161,"citation97","Alle alle"
689,162,"citation97","Alle alle"
690,163,"citation97","Alle alle"
691,164,"citation97","Alle alle"
692,165,"citation97","Alle alle"
693,166,"citation97","Alle alle"
694,167,"citation97","Alle alle"
695,168,"citation97","Alle alle"
696,169,"citation97","Alle alle"
697,170,"citation97","Alle alle"
698,171,"citation97","Alle alle"
699,172,"citation97","Alle alle"
700,173,"citation97","Alle alle"
701,174,"citation97","Alle alle"
702,175,"citation97","Alle alle"
703,176,"citation97","Alle alle"
704,177,"citation97","Alle alle"
705,178,"citation97","Alle alle"
706,179,"citation97","Alle alle"
707,180,"citation97","Alle alle"
708,181,"citation97","Alle alle"
709,182,"citation97","Alle alle"
710,183,"citation97","Alle alle"
711,184,"citation97","Alle alle"
712,185,"citation97","Alle alle"
713,186,"citation97","Alle alle"
714,156,"citation308","Alle alle"
715,157,"citation308","Alle alle"
716,158,"citation308","Alle alle"
717,159,"citation308","Alle alle"
718,160,"citation308","Alle alle"
719,161,"citation308","Alle alle"
720,162,"citation308","Alle alle"
721,163,"citation308","Alle alle"
722,164,"citation308","Alle alle"
723,165,"citation308","Alle alle"
724,166,"citation308","Alle alle"
725,167,"citation308","Alle alle"
726,168,"citation308","Alle alle"
727,169,"citation308","Alle alle"
728,170,"citation308","Alle alle"
729,171,"citation308","Alle alle"
730,172,"citation308","Alle alle"
731,173,"citation308","Alle alle"
732,174,"citation308","Alle alle"
733,175,"citation308","Alle alle"
734,176,"citation308","Alle alle"
735,177,"citation308","Alle alle"
736,178,"citation308","Alle alle"
737,179,"citation308","Alle alle"
738,180,"citation308","Alle alle"
739,181,"citation308","Alle alle"
740,182,"citation308","Alle alle"
741,183,"citation308","Alle alle"
742,184,"citation308","Alle alle"
743,185,"citation308","Alle alle"
744,186,"citation308","Alle alle"
745,187,"citation308","Brachyramphus brevirostris"
746,188,"citation308","Brachyramphus brevirostris"
747,189,"citation308","Brachyramphus brevirostris"
748,190,"citation308","Brachyramphus brevirostris"
749,191,"citation308","Brachyramphus brevirostris"
750,192,"citation308","Brachyramphus brevirostris"
751,193,"citation308","Brachyramphus brevirostris"
752,194,"citation308","Brachyramphus brevirostris"
753,195,"citation308","Brachyramphus brevirostris"
754,196,"citation308","Brachyramphus brevirostris"
755,197,"citation308","Brachyramphus brevirostris"
756,198,"citation308","Brachyramphus brevirostris"
757,199,"citation308","Brachyramphus brevirostris"
758,200,"citation308","Brachyramphus brevirostris"
759,201,"citation308","Brachyramphus brevirostris"
760,202,"citation308","Brachyramphus brevirostris"
761,203,"citation308","Brachyramphus brevirostris"
762,204,"citation308","Brachyramphus brevirostris"
763,205,"citation308","Brachyramphus brevirostris"
764,206,"citation308","Brachyramphus brevirostris"
765,207,"citation308","Brachyramphus brevirostris"
766,208,"citation308","Brachyramphus brevirostris"
767,209,"citation308","Brachyramphus brevirostris"
768,210,"citation308","Brachyramphus brevirostris"
